OGPD_LINE_ID^OGP_SEQ_NUM^DOC_USE^LUW_CODE^LUW_TYPE_CODE^STORAGE_FACILITY_ID^WELL_COUNT^PARISH_CODE^OPENING_STOCK^OIL_PRODUCTION^CLOSING_STOCK^INJECTION_VOLUME^GAS_PRODUCTION^OVERRIDDEN_FLAG^CREATE_DATE^CREATE_USERNAME^UPDATE_DATE^UPDATE_USERNAME^RECORD_STATUS_CODE^
1^9546378^^009447^1^^5^09^73^20^93^^0^N^15-MAY-1999^SONRIS_DBA^13-OCT-2010^SONRIS_DBA^^
1^9546379^^010182^1^^5^09^15^215^15^^0^N^15-MAY-1999^SONRIS_DBA^13-OCT-2010^SONRIS_DBA^^
3^9546377^^009668^1^^2^30^11^25^11^^0^N^15-MAY-2099^SONRIS_DBA^13-OCT-2010^SONRIS_DBA^^
1^9546380^^009447^1^^0^09^93^0^93^^0^N^15-MAY-1999^SONRIS_DBA^13-OCT-2010^SONRIS_DBA^^
2^9546379^^014006^1^^3^09^16^149^16^^0^N^15-MAY-1999^SONRIS_DBA^13-OCT-2010^SONRIS_DBA^^
1^9546381^^009447^1^^5^09^93^21^114^^0^N^15-MAY-1999^SONRIS_DBA^13-OCT-2010^SONRIS_DBA^^
4^9546377^^013148^1^^0^30^17^0^17^^0^N^15-MAY-2099^SONRIS_DBA^13-OCT-2010^SONRIS_DBA^^
3^9546379^^010305^1^^2^09^35^15^50^^0^N^15-MAY-1999^SONRIS_DBA^13-OCT-2010^SONRIS_DBA^^
5^9546377^^034084^1^^0^64^37^0^37^^0^N^15-MAY-2099^SONRIS_DBA^13-OCT-2010^SONRIS_DBA^^
1^9546382^^009447^1^^5^09^114^12^126^^0^N^15-MAY-1999^SONRIS_DBA^13-OCT-2010^SONRIS_DBA^^
4^9546379^^012711^1^^2^09^22^78^22^^0^N^15-MAY-1999^SONRIS_DBA^13-OCT-2010^SONRIS_DBA^^
6^9546377^^037535^1^^0^22^18^0^18^^0^N^15-MAY-2099^SONRIS_DBA^13-OCT-2010^SONRIS_DBA^^
1^9546383^^009447^1^^5^09^126^21^147^^0^N^15-MAY-1999^SONRIS_DBA^13-OCT-2010^SONRIS_DBA^^
7^9546377^^038190^1^^0^30^13^0^13^^0^N^15-MAY-2099^SONRIS_DBA^13-OCT-2010^SONRIS_DBA^^
5^9546379^^010797^1^^4^09^17^562^17^^0^N^15-MAY-1999^SONRIS_DBA^13-OCT-2010^SONRIS_DBA^^
1^11661016^^026376^2^^3^24^144^547^182^0^96^N^30-SEP-2016^SONRIS_CARTX^30-SEP-2016^SONRIS_CARTX^^
1^11661017^^302953^7^922880^2^55^0^0^0^0^0^N^30-SEP-2016^SONRIS_CARTX^30-SEP-2016^SONRIS_CARTX^^
2^11661017^^302954^7^922880^1^55^0^0^0^0^0^N^30-SEP-2016^SONRIS_CARTX^30-SEP-2016^SONRIS_CARTX^^
3^11661017^^600705^2^922880^2^55^42^0^42^0^0^N^30-SEP-2016^SONRIS_CARTX^30-SEP-2016^SONRIS_CARTX^^
4^11661017^^600866^2^922880^1^55^0^0^0^0^0^N^30-SEP-2016^SONRIS_CARTX^30-SEP-2016^SONRIS_CARTX^^
5^11661017^^609827^2^922900^1^55^58^0^58^0^0^N^30-SEP-2016^SONRIS_CARTX^30-SEP-2016^SONRIS_CARTX^^
6^11661017^^614287^2^922880^1^55^0^0^0^0^0^N^30-SEP-2016^SONRIS_CARTX^30-SEP-2016^SONRIS_CARTX^^
7^11661017^^800962^5^^1^55^0^0^0^0^0^N^30-SEP-2016^SONRIS_CARTX^30-SEP-2016^SONRIS_CARTX^^
8^11661017^^800963^5^^1^55^0^0^0^0^0^N^30-SEP-2016^SONRIS_CARTX^30-SEP-2016^SONRIS_CARTX^^
